id_master,descripcion_master,tipo_master,diametro_master,largo_master,grado_master,acabado_master,id_proveedor,tipo_proveedor,diametro_proveedor,largo_proveedor,grado_proveedor,acabado_proveedor,precio_unitario,proveedor,descripcion_proveedor,score_atributos,score_descripcion,score_final
FM05020D,"TOR. FIX. P/MAD.F 3,5 x 20 DICRO",tornillo_fix,3.5,20,,dicro,TFP-35--200,tornillo_fix,3.5,20,,,13.6253,Borroni,FIX PHILLIPS 3.5 x 20.0,100.0,53.33,81.33
FM05025D,"TOR. FIX. P/MAD.F 3,5 x 25 DICRO",tornillo_fix,3.5,25,,dicro,TFP-35--250,tornillo_fix,3.5,25,,,15.8857,Borroni,FIX PHILLIPS 3.5 x 25.0,100.0,53.33,81.33
FM05030D,"TOR. FIX. P/MAD.F 3,5 x 30 DICRO",tornillo_fix,3.5,30,,dicro,TFP-35--300,tornillo_fix,3.5,30,,,17.7796,Borroni,FIX PHILLIPS 3.5 x 30.0,100.0,53.33,81.33
FM05035D,"TOR. FIX. P/MAD.F 3,5 x 35 DICRO",tornillo_fix,3.5,35,,dicro,TFP-35--350,tornillo_fix,3.5,35,,,20.296,Borroni,FIX PHILLIPS 3.5 x 35.0,100.0,53.33,81.33
FM05040D,"TOR. FIX. P/MAD.F 3,5 x 40 DICRO",tornillo_fix,3.5,40,,dicro,TFP-35--400,tornillo_fix,3.5,40,,,22.5359,Borroni,FIX PHILLIPS 3.5 x 40.0,100.0,53.33,81.33
FM06012D,TOR. FIX. P/MAD.F 4 x 12 DICRO,tornillo_fix,4,12,,dicro,TFP-40--120,tornillo_fix,4,12,,,12.8395,Borroni,FIX PHILLIPS 4.0 x 12.0,100.0,46.15,78.46
FM06016D,TOR. FIX. P/MAD.F 4 x 16 DICRO,tornillo_fix,4,16,,dicro,TFP-40--160,tornillo_fix,4,16,,,14.6495,Borroni,FIX PHILLIPS 4.0 x 16.0,100.0,46.15,78.46
FM06020D,TOR. FIX. P/MAD.F 4 x 20 DICRO,tornillo_fix,4,20,,dicro,TFP-40--200,tornillo_fix,4,20,,,17.5247,Borroni,FIX PHILLIPS 4.0 x 20.0,100.0,46.15,78.46
FM06025D,TOR. FIX. P/MAD.F 4 x 25 DICRO,tornillo_fix,4,25,,dicro,TFP-40--250,tornillo_fix,4,25,,,20.0913,Borroni,FIX PHILLIPS 4.0 x 25.0,100.0,46.15,78.46
FM06030D,TOR. FIX. P/MAD.F 4 x 30 DICRO,tornillo_fix,4,30,,dicro,TFP-40--300,tornillo_fix,4,30,,,23.1724,Borroni,FIX PHILLIPS 4.0 x 30.0,100.0,46.15,78.46
FM06035D,TOR. FIX. P/MAD.F 4 x 35 DICRO,tornillo_fix,4,35,,dicro,TFP-40--350,tornillo_fix,4,35,,,25.9001,Borroni,FIX PHILLIPS 4.0 x 35.0,100.0,46.15,78.46
FM06040D,TOR. FIX. P/MAD.F 4 x 40 DICRO,tornillo_fix,4,40,,dicro,TFP-40--400,tornillo_fix,4,40,,,29.1879,Borroni,FIX PHILLIPS 4.0 x 40.0,100.0,46.15,78.46
FM06045D,TOR. FIX. P/MAD.F 4 x 45 DICRO,tornillo_fix,4,45,,dicro,TFP-40--450,tornillo_fix,4,45,,,32.5742,Borroni,FIX PHILLIPS 4.0 x 45.0,100.0,46.15,78.46
FM06050D,TOR. FIX. P/MAD.F 4 x 50 DICRO,tornillo_fix,4,50,,dicro,TFP-40--500,tornillo_fix,4,50,,,36.1266,Borroni,FIX PHILLIPS 4.0 x 50.0,100.0,46.15,78.46
FM08020D,"TOR. FIX. P/MAD.F 4,5 x 20 DICRO",tornillo_fix,4.5,20,,dicro,TFP-45--200,tornillo_fix,4.5,20,,,20.5137,Borroni,FIX PHILLIPS 4.5 x 20.0,100.0,53.33,81.33
FM08025D,"TOR. FIX. P/MAD.F 4,5 x 25 DICRO",tornillo_fix,4.5,25,,dicro,TFP-45--250,tornillo_fix,4.5,25,,,25.2272,Borroni,FIX PHILLIPS 4.5 x 25.0,100.0,53.33,81.33
FM08030D,"TOR. FIX. P/MAD.F 4,5 x 30 DICRO",tornillo_fix,4.5,30,,dicro,TFP-45--300,tornillo_fix,4.5,30,,,28.1233,Borroni,FIX PHILLIPS 4.5 x 30.0,100.0,53.33,81.33
FM08035D,"TOR. FIX. P/MAD.F 4,5 x 35 DICRO",tornillo_fix,4.5,35,,dicro,TFP-45--350,tornillo_fix,4.5,35,,,32.2657,Borroni,FIX PHILLIPS 4.5 x 35.0,100.0,53.33,81.33
FM08040D,"TOR. FIX. P/MAD.F 4,5 x 40 DICRO",tornillo_fix,4.5,40,,dicro,TFP-45--400,tornillo_fix,4.5,40,,,35.0407,Borroni,FIX PHILLIPS 4.5 x 40.0,100.0,53.33,81.33
FM08045D,"TOR. FIX. P/MAD.F 4,5 x 45 DICRO",tornillo_fix,4.5,45,,dicro,TFP-45--450,tornillo_fix,4.5,45,,,38.9958,Borroni,FIX PHILLIPS 4.5 x 45.0,100.0,53.33,81.33
FM08050D,"TOR. FIX. P/MAD.F 4,5 x 50 DICRO",tornillo_fix,4.5,50,,dicro,TFP-45--500,tornillo_fix,4.5,50,,,41.0344,Borroni,FIX PHILLIPS 4.5 x 50.0,100.0,53.33,81.33
FM08060D,"TOR. FIX. P/MAD.F 4,5 x 60 DICRO",tornillo_fix,4.5,60,,dicro,TFP-45--600,tornillo_fix,4.5,60,,,49.6867,Borroni,FIX PHILLIPS 4.5 x 60.0,100.0,53.33,81.33
FM10025D,TOR. FIX. P/MAD.F 5 x 25 DICRO,tornillo_fix,5,25,,dicro,TFP-50--250,tornillo_fix,5,25,,,32.3762,Borroni,FIX PHILLIPS 5.0 x 25.0,100.0,46.15,78.46
FM10030D,TOR. FIX. P/MAD.F 5 x 30 DICRO,tornillo_fix,5,30,,dicro,TFP-50--300,tornillo_fix,5,30,,,35.9667,Borroni,FIX PHILLIPS 5.0 x 30.0,100.0,46.15,78.46
FM10035D,TOR. FIX. P/MAD.F 5 x 35 DICRO,tornillo_fix,5,35,,dicro,TFP-50--350,tornillo_fix,5,35,,,39.2556,Borroni,FIX PHILLIPS 5.0 x 35.0,100.0,46.15,78.46
FM10040D,TOR. FIX. P/MAD.F 5 x 40 DICRO,tornillo_fix,5,40,,dicro,TFP-50--400,tornillo_fix,5,40,,,43.8391,Borroni,FIX PHILLIPS 5.0 x 40.0,100.0,46.15,78.46
FM10045D,TOR. FIX. P/MAD.F 5 x 45 DICRO,tornillo_fix,5,45,,dicro,TFP-50--450,tornillo_fix,5,45,,,48.2458,Borroni,FIX PHILLIPS 5.0 x 45.0,100.0,46.15,78.46
FM10050D,TOR. FIX. P/MAD.F 5 x 50 DICRO,tornillo_fix,5,50,,dicro,TFP-50--500,tornillo_fix,5,50,,,53.2343,Borroni,FIX PHILLIPS 5.0 x 50.0,100.0,46.15,78.46
FM10060D,TOR. FIX. P/MAD.F 5 x 60 DICRO,tornillo_fix,5,60,,dicro,TFP-50--600,tornillo_fix,5,60,,,63.4129,Borroni,FIX PHILLIPS 5.0 x 60.0,100.0,46.15,78.46
FM10070D,TOR. FIX. P/MAD.F 5 x 70 DICRO,tornillo_fix,5,70,,dicro,TFP-50--700,tornillo_fix,5,70,,,73.5244,Borroni,FIX PHILLIPS 5.0 x 70.0,100.0,46.15,78.46
FM10080D,TOR. FIX. P/MAD.F 5 x 80 DICRO,tornillo_fix,5,80,,dicro,TFP-50--800,tornillo_fix,5,80,,,83.6523,Borroni,FIX PHILLIPS 5.0 x 80.0,100.0,46.15,78.46
FM10090D,TOR. FIX. P/MAD.F 5 x 90 DICRO,tornillo_fix,5,90,,dicro,TFP-50--900,tornillo_fix,5,90,,,95.7793,Borroni,FIX PHILLIPS 5.0 x 90.0,100.0,46.15,78.46
FM12100D,TOR. FIX. P/MAD.F 6 x 100 DICRO,tornillo_fix,6,100,,dicro,TFP-60--100,tornillo_fix,6,100,,,144.6021,Borroni,FIX PHILLIPS 6.0 x 100.0,100.0,48.15,79.26
FM12040D,TOR. FIX. P/MAD.F 6 x 40 DICRO,tornillo_fix,6,40,,dicro,TFP-60--400,tornillo_fix,6,40,,,65.0524,Borroni,FIX PHILLIPS 6.0 x 40.0,100.0,46.15,78.46
FM12050D,TOR. FIX. P/MAD.F 6 x 50 DICRO,tornillo_fix,6,50,,dicro,TFP-60--500,tornillo_fix,6,50,,,80.111,Borroni,FIX PHILLIPS 6.0 x 50.0,100.0,46.15,78.46
FM12060D,TOR. FIX. P/MAD.F 6 x 60 DICRO,tornillo_fix,6,60,,dicro,TFP-60--600,tornillo_fix,6,60,,,89.2517,Borroni,FIX PHILLIPS 6.0 x 60.0,100.0,46.15,78.46
FM12070D,TOR. FIX. P/MAD.F 6 x 70 DICRO,tornillo_fix,6,70,,dicro,TFP-60--700,tornillo_fix,6,70,,,103.6337,Borroni,FIX PHILLIPS 6.0 x 70.0,100.0,46.15,78.46
FM12080D,TOR. FIX. P/MAD.F 6 x 80 DICRO,tornillo_fix,6,80,,dicro,TFP-60--800,tornillo_fix,6,80,,,111.2843,Borroni,FIX PHILLIPS 6.0 x 80.0,100.0,46.15,78.46
FM12090D,TOR. FIX. P/MAD.F 6 x 90 DICRO,tornillo_fix,6,90,,dicro,TFP-60--900,tornillo_fix,6,90,,,130.4092,Borroni,FIX PHILLIPS 6.0 x 90.0,100.0,46.15,78.46
TUABG2MA06D,TUERCA AUTOFR.BAJA G2 M6-1 DICRO,tuerca,M6,,G2,dicro,AUT-00-0-M06-0100-2-2,tuerca,M6,,,,23.8191,Borroni,"TU AUT  M6 - 1,00 ZD",100.0,44.9,77.96
TUABG2MA08Z,"TUERCA AUTOFR.BAJA G2 M8-1,25 ZINC",tuerca,M8,,G2,zinc,AUT-00-0-M08-0100-2-2,tuerca,M8,,,,52.7523,Borroni,"TU AUT  M8 - 1,00 ZD MB",100.0,55.56,82.22
TUABG2MA08Z,"TUERCA AUTOFR.BAJA G2 M8-1,25 ZINC",tuerca,M8,,G2,zinc,AUT-00-0-M08-0125-2-2,tuerca,M8,,,,51.6768,Borroni,"TU AUT  M8 - 1,25 ZD",100.0,62.75,85.1
TUABG2MB10Z,"TUERCA AUTOFR.BAJA G2 M10-1,25 ZINC",tuerca,M10,,G2,zinc,AUT-00-0-M10-0125-2-2,tuerca,M10,,,,115.5439,Borroni,"TU AUT  M10 - 1,25 ZD MB",100.0,64.29,85.71
TUABG2MA10Z,"TUERCA AUTOFR.BAJA G2 M10-1,5 ZINC",tuerca,M10,,G2,zinc,AUT-00-0-M10-0150-2-2,tuerca,M10,,,,111.9671,Borroni,"TU AUT  M10 - 1,50 ZD",100.0,61.54,84.62
TUABG2MC12Z,"TUERCA AUTOFR.BAJA G2 M12-1,25 ZINC",tuerca,M12,,G2,zinc,AUT-00-0-M12-0125-2-2,tuerca,M12,,,,172.8559,Borroni,"TU AUT  M12 - 1,25 ZD MB",100.0,64.29,85.71
TUABG2MB12Z,"TUERCA AUTOFR.BAJA G2 M12-1,5 ZINC",tuerca,M12,,G2,zinc,AUT-00-0-M12-0150-2-2,tuerca,M12,,,,171.0958,Borroni,"TU AUT  M12  - 1,50 ZD MB",100.0,61.82,84.73
TUABG2MA12D,"TUERCA AUTOFR.BAJA G2 M12-1,75 DICRO",tuerca,M12,,G2,dicro,AUT-00-0-M12-0175-2-2,tuerca,M12,,,,165.8009,Borroni,"TU AUT  M12 - 1,75 ZD",100.0,61.54,84.62
TUABG2MB14Z,"TUERCA AUTOFR.BAJA G2 M14-1,5 ZINC",tuerca,M14,,G2,zinc,AUT-00-0-M14-0150-2-2,tuerca,M14,,,,258.1631,Borroni,"TU AUT  M14  - 1,50 ZD MB",100.0,61.82,84.73
TUABG2MB14Z,"TUERCA AUTOFR.BAJA G2 M14-1,5 ZINC",tuerca,M14,,G2,zinc,AUT-00-0-M14-0200-2-2,tuerca,M14,,,,252.8957,Borroni,"TU AUT  M14 - 2,00 ZD",100.0,53.85,81.54
TUABG2MB16Z,"TUERCA AUTOFR.BAJA G2 M16-1,5 ZINC",tuerca,M16,,G2,zinc,AUT-00-0-M16-0150-2-2,tuerca,M16,,,,355.5143,Borroni,"TU AUT  M16 - 1,50 ZD MB",100.0,61.82,84.73
TUABG2MB16Z,"TUERCA AUTOFR.BAJA G2 M16-1,5 ZINC",tuerca,M16,,G2,zinc,AUT-00-0-M16-0200-2-2,tuerca,M16,,,,344.5264,Borroni,"TU AUT  M16 - 2,00 ZD",100.0,53.85,81.54
TUABG2MB18D,"TUERCA AUTOFR.BAJA G2 M18-1,5 DICRO",tuerca,M18,,G2,dicro,AUT-00-0-M18-0150-1-2,tuerca,M18,,,zinc,444.3971,Borroni,"TU AUT  M18  - 1,50 ZA",83.33,56.6,72.64
TUABG2MB18D,"TUERCA AUTOFR.BAJA G2 M18-1,5 DICRO",tuerca,M18,,G2,dicro,AUT-00-0-M18-0150-2-2,tuerca,M18,,,,444.3971,Borroni,"TU AUT  M18  - 1,50 ZD MB",100.0,53.57,81.43
TUHG2MA18N,"TUERCA HEXAGONAL G2 M18-2,5 NAT",tuerca,M18,,G2,natural,AUT-00-0-M18-0250-2-2,tuerca,M18,,,,444.4113,Borroni,"TU AUT  M18  - 2,50 ZD",100.0,54.9,81.96
TUABG2MB20Z,"TUERCA AUTOFR.BAJA G2 M20-1,5 ZINC",tuerca,M20,,G2,zinc,AUT-00-0-M20-0150-2-2,tuerca,M20,,,,644.3734,Borroni,"TU AUT  M20 - 1,50 ZD MB",100.0,61.82,84.73
TUABG2MB20Z,"TUERCA AUTOFR.BAJA G2 M20-1,5 ZINC",tuerca,M20,,G2,zinc,AUT-00-0-M20-0250-2-2,tuerca,M20,,,,644.3757,Borroni,"TU AUT  M20  - 2,50 ZD",100.0,57.69,83.08
TUHG2NC125Z,TUERCA HEXAGONAL G2 1/2-13-UNC (13) ZINC,tuerca,1/2,,G2,zinc,AUT-00-1-102-1300-1-2,tuerca,1/2,,,zinc,215.3231,Borroni,TU AUT UNC 1/2 - 13 ZA,100.0,66.67,86.67
TUAAG2NC065Z,TUERCA AUTOFR. ALTA G2 1/4-UNC(20) ZINC,tuerca,1/4,,G2,zinc,AUT-00-1-104-2000-1-2,tuerca,1/4,,,zinc,44.2264,Borroni,TU AUT UNC 1/4 - 20 ZA,100.0,57.63,83.05
TUAAG2NC190Z,TUERCA AUTOFR. ALTA G2 3/4-UNC(10) ZINC,tuerca,3/4,,G2,zinc,AUT-00-1-304-1000-1-2,tuerca,3/4,,,zinc,599.2488,Borroni,TU AUT UNC 3/4 - 10 ZA,100.0,57.63,83.05
TUAAG2NC095Z,TUERCA AUTOFR. ALTA G2 3/8-UNC(16) ZINC,tuerca,3/8,,G2,zinc,AUT-00-1-308-1600-1-2,tuerca,3/8,,,zinc,93.4628,Borroni,TU AUT UNC 3/8 - 16 ZA,100.0,57.63,83.05
TUAAG2NC047Z,TUERCA AUTOFR. ALTA G2 3/16-UNC(24) ZINC,tuerca,3/16,,G2,zinc,AUT-00-1-316-2400-1-2,tuerca,3/16,,,zinc,30.9223,Borroni,TU AUT UNC 3/16 - 24 ZA,100.0,59.02,83.61
TUAAG2NC160Z,TUERCA AUTOFR. ALTA G2 5/8-UNC(11) ZINC,tuerca,5/8,,G2,zinc,AUT-00-1-508-1100-1-2,tuerca,5/8,,,zinc,424.4192,Borroni,TU AUT UNC 5/8 - 11 ZA,100.0,57.63,83.05
TUAAG2NC079Z,TUERCA AUTOFR. ALTA G2 5/16-UNC(18) ZINC,tuerca,5/16,,G2,zinc,AUT-00-1-516-1800-1-2,tuerca,5/16,,,zinc,59.3775,Borroni,TU AUT UNC 5/16 - 18 ZA,100.0,59.02,83.61
TUAAG2NC140Z,TUERCA AUTOFR. ALTA G2 9/16-UNC(12) ZINC,tuerca,9/16,,G2,zinc,AUT-00-1-916-1200-1-2,tuerca,9/16,,,zinc,376.8255,Borroni,TU AUT UNC 9/16 - 12 ZA,100.0,59.02,83.61
TUAAG2NC125Z,TUERCA AUTOFR. ALTA G2 1/2-UNC(13) ZINC,tuerca,1/2,,G2,zinc,AUT-00-3-102-1200-1-2,tuerca,1/2,,,zinc,215.3231,Borroni,TU AUT BSW 1/2 - 12 ZA,100.0,47.46,78.98
TUHG2NC250Z,TUERCA HEXAGONAL G2 1-UNC (8) ZINC,tuerca,1,,G2,zinc,HEX-G2-1-100-0800-1-1,tuerca,1,,G2,zinc,960.2285,Borroni,TU HEX G2 UNC 1- 8 ZA,100.0,76.47,90.59
TUHG2NC250N,TUERCA HEXAGONAL G2 1-UNC (8) NAT,tuerca,1,,G2,natural,HEX-G2-1-100-0800-2-1,tuerca,1,,G2,,960.2285,Borroni,TU HEX G2 UNC 1- 8 ZD,100.0,76.47,90.59
TUHG2NC250N,TUERCA HEXAGONAL G2 1-UNC (8) NAT,tuerca,1,,G2,natural,HEX-G2-1-100-0800-3-1,tuerca,1,,G2,natural,884.7892,Borroni,TU HEX G2 UNC 1- 8 NAT,100.0,87.18,94.87
TUHG2NC125Z,TUERCA HEXAGONAL G2 1/2-13-UNC (13) ZINC,tuerca,1/2,,G2,zinc,HEX-G2-1-102-1300-1-1,tuerca,1/2,,G2,zinc,122.5559,Borroni,TU HEX G2 UNC 1/2- 13 ZA,100.0,85.71,94.29
TUHG2NC125Z,TUERCA HEXAGONAL G2 1/2-13-UNC (13) ZINC,tuerca,1/2,,G2,zinc,HEX-G2-1-102-1300-2-1,tuerca,1/2,,G2,,122.5559,Borroni,TU HEX G2 UNC 1/2- 13 ZD,100.0,85.71,94.29
TUHG2NC125N,TUERCA HEXAGONAL G2 1/2-UNC (13) NAT,tuerca,1/2,,G2,natural,HEX-G2-1-102-1300-3-1,tuerca,1/2,,G2,natural,111.8317,Borroni,TU HEX G2 UNC 1/2- 13 NAT,100.0,86.36,94.55
TUHG2NC065Z,TUERCA HEXAGONAL G2 1/4-UNC (20) ZINC,tuerca,1/4,,G2,zinc,HEX-G2-1-104-2000-1-1,tuerca,1/4,,G2,zinc,24.2464,Borroni,TU HEX G2 UNC 1/4 - 20 ZA,100.0,76.92,90.77
TUHG2NC065N,TUERCA HEXAGONAL G2 1/4-UNC (20) NAT,tuerca,1/4,,G2,natural,HEX-G2-1-104-2000-2-1,tuerca,1/4,,G2,,24.2464,Borroni,TU HEX G2 UNC 1/4 - 20 ZD,100.0,76.92,90.77
TUHG2NC065N,TUERCA HEXAGONAL G2 1/4-UNC (20) NAT,tuerca,1/4,,G2,natural,HEX-G2-1-104-2000-3-1,tuerca,1/4,,G2,natural,22.1226,Borroni,TU HEX G2 UNC 1/4 - 20 NAT,100.0,86.36,94.55
TUHG2NC190Z,TUERCA HEXAGONAL G2 3/4-UNC (10) ZINC,tuerca,3/4,,G2,zinc,HEX-G2-1-304-1000-1-1,tuerca,3/4,,G2,zinc,381.1164,Borroni,TU HEX G2 UNC 3/4- 10 ZA,100.0,76.92,90.77
TUHG2NC190N,TUERCA HEXAGONAL G2 3/4-UNC (10) NAT,tuerca,3/4,,G2,natural,HEX-G2-1-304-1000-2-1,tuerca,3/4,,G2,,381.1164,Borroni,TU HEX G2 UNC 3/4- 10 ZD,100.0,76.92,90.77
TUHG2NC190N,TUERCA HEXAGONAL G2 3/4-UNC (10) NAT,tuerca,3/4,,G2,natural,HEX-G2-1-304-1000-3-1,tuerca,3/4,,G2,natural,347.7278,Borroni,TU HEX G2 UNC 3/4- 10 NAT,100.0,86.36,94.55
TUHG2NC095Z,TUERCA HEXAGONAL G2 3/8-UNC (16) ZINC,tuerca,3/8,,G2,zinc,HEX-G2-1-308-1600-1-1,tuerca,3/8,,G2,zinc,51.1666,Borroni,TU HEX G2 UNC 3/8 - 16 ZA,100.0,76.92,90.77
TUHG2NC095N,TUERCA HEXAGONAL G2 3/8-UNC (16) NAT,tuerca,3/8,,G2,natural,HEX-G2-1-308-1600-2-1,tuerca,3/8,,G2,,51.1666,Borroni,TU HEX G2 UNC 3/8 - 16 ZD,100.0,76.92,90.77
TUHG2NC095N,TUERCA HEXAGONAL G2 3/8-UNC (16) NAT,tuerca,3/8,,G2,natural,HEX-G2-1-308-1600-3-1,tuerca,3/8,,G2,natural,46.6868,Borroni,TU HEX G2 UNC 3/8 - 16 NAT,100.0,86.36,94.55
TUHG2NC047Z,TUERCA HEXAGONAL G2 3/16-UNC (24) ZINC,tuerca,3/16,,G2,zinc,HEX-G2-1-316-2400-1-1,tuerca,3/16,,G2,zinc,19.2093,Borroni,TU HEX G2 UNC 3/16 - 24 ZA,100.0,78.05,91.22
TUHG2NC047N,TUERCA HEXAGONAL G2 3/16-UNC (24) NAT,tuerca,3/16,,G2,natural,HEX-G2-1-316-2400-2-1,tuerca,3/16,,G2,,19.2093,Borroni,TU HEX G2 UNC 3/16 - 24 ZD,100.0,78.05,91.22
TUHG2NC047N,TUERCA HEXAGONAL G2 3/16-UNC (24) NAT,tuerca,3/16,,G2,natural,HEX-G2-1-316-2400-3-1,tuerca,3/16,,G2,natural,16.849,Borroni,TU HEX G2 UNC 3/16 - 24 NAT,100.0,86.96,94.78
TUHG2NC047Z,TUERCA HEXAGONAL G2 3/16-UNC (24) ZINC,tuerca,3/16,,G2,zinc,HEX-G2-1-316-2456-1-1,tuerca,3/16,,G2,zinc,14.1155,Borroni,TU HEX G2 UNC 3/16 - 24 ZA (Llave 5/16),100.0,66.67,86.67
TUHG2NC047N,TUERCA HEXAGONAL G2 3/16-UNC (24) NAT,tuerca,3/16,,G2,natural,HEX-G2-1-316-2456-3-1,tuerca,3/16,,G2,natural,12.5805,Borroni,TU HEX G2 UNC 3/16 - 24 NAT (Llave 5/16) - ALTURA 4.00 MM,100.0,68.82,87.53
TUHG2NC160Z,TUERCA HEXAGONAL G2 5/8-UNC (11) ZINC,tuerca,5/8,,G2,zinc,HEX-G2-1-508-1100-1-1,tuerca,5/8,,G2,zinc,237.9195,Borroni,TU HEX G2 UNC 5/8 - 11 ZA,100.0,76.92,90.77
TUHG2NC160N,TUERCA HEXAGONAL G2 5/8-UNC (11) NAT,tuerca,5/8,,G2,natural,HEX-G2-1-508-1100-2-1,tuerca,5/8,,G2,,237.9195,Borroni,TU HEX G2 UNC 5/8 - 11 ZD,100.0,76.92,90.77
TUHG2NC160N,TUERCA HEXAGONAL G2 5/8-UNC (11) NAT,tuerca,5/8,,G2,natural,HEX-G2-1-508-1100-3-1,tuerca,5/8,,G2,natural,217.0754,Borroni,TU HEX G2 UNC 5/8 - 11 NAT,100.0,86.36,94.55
TUHG2NC079Z,TUERCA HEXAGONAL G2 5/16-UNC (18) ZINC,tuerca,5/16,,G2,zinc,HEX-G2-1-516-1800-1-1,tuerca,5/16,,G2,zinc,35.433,Borroni,TU HEX G2 UNC 5/16- 18 ZA,100.0,78.05,91.22
TUHG2NC079N,TUERCA HEXAGONAL G2 5/16-UNC (18) NAT,tuerca,5/16,,G2,natural,HEX-G2-1-516-1800-2-1,tuerca,5/16,,G2,,35.433,Borroni,TU HEX G2 UNC 5/16- 18 ZD,100.0,78.05,91.22
TUHG2NC079N,TUERCA HEXAGONAL G2 5/16-UNC (18) NAT,tuerca,5/16,,G2,natural,HEX-G2-1-516-1800-3-1,tuerca,5/16,,G2,natural,32.3334,Borroni,TU HEX G2 UNC 5/16- 18 NAT,100.0,86.96,94.78
TUHG2NC220Z,TUERCA HEXAGONAL G2 7/8-UNC (9) ZINC,tuerca,7/8,,G2,zinc,HEX-G2-1-708-0900-1-1,tuerca,7/8,,G2,zinc,627.5545,Borroni,TU HEX G2 UNC 7/8 - 9 ZA,100.0,78.95,91.58
TUHG2NC220N,TUERCA HEXAGONAL G2 7/8-UNC (9) NAT,tuerca,7/8,,G2,natural,HEX-G2-1-708-0900-2-1,tuerca,7/8,,G2,,627.5545,Borroni,TU HEX G2 UNC 7/8 - 9 ZD,100.0,78.95,91.58
TUHG2NC220N,TUERCA HEXAGONAL G2 7/8-UNC (9) NAT,tuerca,7/8,,G2,natural,HEX-G2-1-708-0900-3-1,tuerca,7/8,,G2,natural,578.2453,Borroni,TU HEX G2 UNC 7/8 - 9 NAT,100.0,88.37,95.35
TUHG2NC110Z,TUERCA HEXAGONAL G2 7/16-UNC (14) ZINC,tuerca,7/16,,G2,zinc,HEX-G2-1-716-1400-1-1,tuerca,7/16,,G2,zinc,91.8879,Borroni,TU HEX G2 UNC 7/16- 14 ZA,100.0,78.05,91.22
TUHG2NC110N,TUERCA HEXAGONAL G2 7/16-UNC (14) NAT,tuerca,7/16,,G2,natural,HEX-G2-1-716-1400-2-1,tuerca,7/16,,G2,,91.8879,Borroni,TU HEX G2 UNC 7/16- 14 ZD,100.0,78.05,91.22
TUHG2NC110N,TUERCA HEXAGONAL G2 7/16-UNC (14) NAT,tuerca,7/16,,G2,natural,HEX-G2-1-716-1400-3-1,tuerca,7/16,,G2,natural,83.8442,Borroni,TU HEX G2 UNC 7/16- 14 NAT,100.0,86.96,94.78
TUHG2NC110Z,TUERCA HEXAGONAL G2 7/16-UNC (14) ZINC,tuerca,7/16,,G2,zinc,HEX-G2-1-716-1458-1-1,tuerca,7/16,,G2,zinc,91.8879,Borroni,TU HEX G2 UNC 7/16- 14 ( Llave 5/8)  ZA,100.0,71.79,88.72
TUHG2NC110N,TUERCA HEXAGONAL G2 7/16-UNC (14) NAT,tuerca,7/16,,G2,natural,HEX-G2-1-716-1458-3-1,tuerca,7/16,,G2,natural,83.8442,Borroni,TU HEX G2 UNC 7/16- 14 ( Llave 5/8)  NAT,100.0,76.92,90.77
TUHG2NC140Z,TUERCA HEXAGONAL G2 9/16-UNC (12) ZINC,tuerca,9/16,,G2,zinc,HEX-G2-1-916-1200-1-1,tuerca,9/16,,G2,zinc,186.4526,Borroni,TU HEX G2 UNC 9/16- 12 ZA,100.0,78.05,91.22
TUHG2NC140N,TUERCA HEXAGONAL G2 9/16-UNC (12) NAT,tuerca,9/16,,G2,natural,HEX-G2-1-916-1200-2-1,tuerca,9/16,,G2,,186.4526,Borroni,TU HEX G2 UNC 9/16- 12 ZD,100.0,78.05,91.22
TUHG2NC140N,TUERCA HEXAGONAL G2 9/16-UNC (12) NAT,tuerca,9/16,,G2,natural,HEX-G2-1-916-1200-3-1,tuerca,9/16,,G2,natural,170.1213,Borroni,TU HEX G2 UNC 9/16- 12 NAT,100.0,86.96,94.78
TUHG2WH125Z,TUERCA HEXAGONAL G2 1/2-12-WHT (12) ZINC,tuerca,1/2,,G2,zinc,HEX-G2-3-102-1200-1-1,tuerca,1/2,,G2,zinc,122.1433,Borroni,TU HEX G2 BSW 1/2- 12 ZA,100.0,73.68,89.47
TUHG2WH125Z,TUERCA HEXAGONAL G2 1/2-12-WHT (12) ZINC,tuerca,1/2,,G2,zinc,HEX-G2-3-102-1200-2-1,tuerca,1/2,,G2,,122.1433,Borroni,TU HEX G2 BSW 1/2- 12 ZD,100.0,73.68,89.47
TUHG2NC125N,TUERCA HEXAGONAL G2 1/2-UNC (13) NAT,tuerca,1/2,,G2,natural,HEX-G2-3-102-1200-3-1,tuerca,1/2,,G2,natural,106.7133,Borroni,TU HEX G2 BSW 1/2- 12 NAT,100.0,75.0,90.0
TUABG2MA05Z,"TUERCA AUTOFR.BAJA G2 M5-0,8 ZINC",tuerca,M5,,G2,zinc,MET-00-0-M05-0080-1-1,tuerca,M5,,,zinc,9.8283,Borroni,"TU MET M5 - 0,80 ZA",100.0,52.0,80.8
TUABG2MA05Z,"TUERCA AUTOFR.BAJA G2 M5-0,8 ZINC",tuerca,M5,,G2,zinc,MET-00-0-M05-0080-2-1,tuerca,M5,,,,9.8283,Borroni,"TU MET M5 - 0,80 ZD",100.0,52.0,80.8
