id_master,descripcion_master,tipo_master,diametro_master,largo_master,grado_master,acabado_master,id_proveedor,tipo_proveedor,diametro_proveedor,largo_proveedor,grado_proveedor,acabado_proveedor,precio_unitario,proveedor,descripcion_proveedor,score_atributos,score_descripcion,score_final
BHG2NC095155Z,BULON HEXAGONAL G2 3/8-UNC-6 ZINC,bulón,3/8,6,G2,zinc,HEX-G2--1--308--600--RP--1--1,bulón,3/8,6,G2,zinc,615.1851,Borroni,BU HEX G2 UNC - 3/8 x 6 RP ZA,100.0,79.07,91.63
BHG2NC095022Z,BULON HEXAGONAL G2 3/8-UNC-7/8 ZINC,bulón,3/8,7/8,G2,zinc,HEX-G2--1--308--708--RT--1--1,bulón,3/8,7/8,G2,zinc,117.9981,Borroni,BU HEX G2 UNC - 3/8 x 7/8 RT ZA,100.0,80.85,92.34
BHG2NC095022Z,BULON HEXAGONAL G2 3/8-UNC-7/8 ZINC,bulón,3/8,7/8,G2,zinc,HEX-G2--1--308--708--RT--3--1,bulón,3/8,7/8,G2,natural,111.3593,Borroni,BU HEX G2 UNC - 3/8 x 7/8 RT NAT,90.0,79.17,85.67
BHG2NC160025Z,BULON HEXAGONAL G2 5/8-UNC-1 ZINC,bulón,5/8,1,G2,zinc,HEX-G2--1--508--100--RT--1--2,bulón,5/8,1,G2,zinc,498.6212,Borroni,BU HEX G2 UNC - 5/8 x 1  RT ZA,100.0,79.07,91.63
BHG2NC160032Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/4 ZINC",bulón,5/8,1.1/4,G2,zinc,HEX-G2--1--508--104--RT--1--2,bulón,5/8,1 1/4,G2,zinc,556.1107,Borroni,BU HEX G2 UNC - 5/8 x 1 1/4  RT ZA,85.0,72.46,79.99
BHG2NC160038Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/2 ZINC",bulón,5/8,1.1/2,G2,zinc,HEX-G2--1--508--112--RT--1--2,bulón,5/8,1 1/2,G2,zinc,612.909,Borroni,BU HEX G2 UNC - 5/8 x 1 1/2 RT ZA,85.0,72.46,79.99
BHG2NC160038Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/2 ZINC",bulón,5/8,1.1/2,G2,zinc,HEX-G2--1--508--112--RT--3--2,bulón,5/8,1 1/2,G2,natural,563.585,Borroni,BU HEX G2 UNC - 5/8 x 1 1/2 RT NAT,75.0,71.43,73.57
BHG2NC160044Z,"BULON HEXAGONAL G2 5/8-UNC-1,3/4 ZINC",bulón,5/8,1.3/4,G2,zinc,HEX-G2--1--508--134--RT--1--2,bulón,5/8,1 3/4,G2,zinc,671.9921,Borroni,BU HEX G2 UNC - 5/8 x 1 3/4 RT ZA,85.0,72.46,79.99
BHG2NC160044Z,"BULON HEXAGONAL G2 5/8-UNC-1,3/4 ZINC",bulón,5/8,1.3/4,G2,zinc,HEX-G2--1--508--134--RT--3--2,bulón,5/8,1 3/4,G2,natural,600.1935,Borroni,BU HEX G2 UNC - 5/8 x 1 3/4 RT NAT,75.0,71.43,73.57
BHG2NC160050Z,BULON HEXAGONAL G2 5/8-UNC-2 ZINC,bulón,5/8,2,G2,zinc,HEX-G2--1--508--200--RT--1--2,bulón,5/8,2,G2,zinc,727.9941,Borroni,BU HEX G2 UNC - 5/8 x 2 RT ZA,100.0,79.07,91.63
BHG2NC160050Z,BULON HEXAGONAL G2 5/8-UNC-2 ZINC,bulón,5/8,2,G2,zinc,HEX-G2--1--508--200--RT--3--2,bulón,5/8,2,G2,natural,721.1054,Borroni,BU HEX G2 UNC - 5/8 x 2 RT NAT,90.0,77.27,84.91
BHG2NC160038Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/2 ZINC",bulón,5/8,1.1/2,G2,zinc,HEX-G2--1--508--212--RP--1--2,bulón,5/8,2 1/2,G2,zinc,936.7008,Borroni,BU HEX G2 UNC - 5/8 x 2 1/2 RP ZA,85.0,72.46,79.99
BHG2NC160038Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/2 ZINC",bulón,5/8,1.1/2,G2,zinc,HEX-G2--1--508--212--RP--3--2,bulón,5/8,2 1/2,G2,natural,841.8821,Borroni,BU HEX G2 UNC - 5/8 x 2 1/2 RP NAT,75.0,71.43,73.57
BHG2NC160032Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/4 ZINC",bulón,5/8,1.1/4,G2,zinc,HEX-G2--1--508--214--RP--1--2,bulón,5/8,2 1/4,G2,zinc,828.9988,Borroni,BU HEX G2 UNC - 5/8 x 2 1/4 RP ZA,85.0,72.46,79.99
BHG2NC160032Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/4 ZINC",bulón,5/8,1.1/4,G2,zinc,HEX-G2--1--508--214--RP--3--2,bulón,5/8,2 1/4,G2,natural,785.8112,Borroni,BU HEX G2 UNC - 5/8 x 2 1/4 RP NAT,75.0,71.43,73.57
BHG2NC160070Z,"BULON HEXAGONAL G2 5/8-UNC-2,3/4 ZINC",bulón,5/8,2.3/4,G2,zinc,HEX-G2--1--508--234--RP--1--2,bulón,5/8,2 3/4,G2,zinc,969.8716,Borroni,BU HEX G2 UNC - 5/8 x 2 3/4 RP ZA,85.0,72.46,79.99
BHG2NC160070Z,"BULON HEXAGONAL G2 5/8-UNC-2,3/4 ZINC",bulón,5/8,2.3/4,G2,zinc,HEX-G2--1--508--234--RP--3--2,bulón,5/8,2 3/4,G2,natural,852.7426,Borroni,BU HEX G2 UNC - 5/8 x 2 3/4 RP NAT,75.0,71.43,73.57
BHG2NC160076Z,BULON HEXAGONAL G2 5/8-UNC-3 ZINC,bulón,5/8,3,G2,zinc,HEX-G2--1--508--300--RP--1--2,bulón,5/8,3,G2,zinc,1040.0778,Borroni,BU HEX G2 UNC - 5/8 x 3 RP ZA,100.0,79.07,91.63
BHG2NC160076Z,BULON HEXAGONAL G2 5/8-UNC-3 ZINC,bulón,5/8,3,G2,zinc,HEX-G2--1--508--300--RP--3--2,bulón,5/8,3,G2,natural,909.3229,Borroni,BU HEX G2 UNC - 5/8 x 3 RP NAT,90.0,77.27,84.91
BHG2NC160038Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/2 ZINC",bulón,5/8,1.1/2,G2,zinc,HEX-G2--1--508--312--RP--1--2,bulón,5/8,3 1/2,G2,zinc,1180.0372,Borroni,BU HEX G2 UNC - 5/8 x 3 1/2 RP ZA,85.0,72.46,79.99
BHG2NC160038Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/2 ZINC",bulón,5/8,1.1/2,G2,zinc,HEX-G2--1--508--312--RP--3--2,bulón,5/8,3 1/2,G2,natural,1069.9312,Borroni,BU HEX G2 UNC - 5/8 x 3 1/2 RP NAT,75.0,71.43,73.57
BHG2NC160032Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/4 ZINC",bulón,5/8,1.1/4,G2,zinc,HEX-G2--1--508--314--RP--1--2,bulón,5/8,3 1/4,G2,zinc,1121.7001,Borroni,BU HEX G2 UNC - 5/8 x 3 1/4 RP ZA,85.0,72.46,79.99
BHG2NC160032Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/4 ZINC",bulón,5/8,1.1/4,G2,zinc,HEX-G2--1--508--314--RP--3--2,bulón,5/8,3 1/4,G2,natural,1016.6522,Borroni,BU HEX G2 UNC - 5/8 x 3 1/4 RP NAT,75.0,71.43,73.57
BHG2NC160100Z,BULON HEXAGONAL G2 5/8-UNC-4 ZINC,bulón,5/8,4,G2,zinc,HEX-G2--1--508--400--RP--1--2,bulón,5/8,4,G2,zinc,1327.7275,Borroni,BU HEX G2 UNC - 5/8 x 4 RP ZA,100.0,79.07,91.63
BHG2NC160100Z,BULON HEXAGONAL G2 5/8-UNC-4 ZINC,bulón,5/8,4,G2,zinc,HEX-G2--1--508--400--RP--3--2,bulón,5/8,4,G2,natural,1144.2332,Borroni,BU HEX G2 UNC - 5/8 x 4 RP NAT,90.0,77.27,84.91
BHG2NC160100Z,BULON HEXAGONAL G2 5/8-UNC-4 ZINC,bulón,5/8,4,G2,zinc,HEX-G2--1--508--400--RT--3--2,bulón,5/8,4,G2,natural,1144.2332,Borroni,BU HEX G2 UNC - 5/8 x 4 RT NAT,90.0,77.27,84.91
BHG2NC160038Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/2 ZINC",bulón,5/8,1.1/2,G2,zinc,HEX-G2--1--508--412--RP--1--2,bulón,5/8,4 1/2,G2,zinc,1467.8101,Borroni,BU HEX G2 UNC - 5/8 x 4 1/2 RP ZA,85.0,72.46,79.99
BHG2NC160038Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/2 ZINC",bulón,5/8,1.1/2,G2,zinc,HEX-G2--1--508--412--RP--3--2,bulón,5/8,4 1/2,G2,natural,1314.2731,Borroni,BU HEX G2 UNC - 5/8 x 4 1/2 RP NAT,75.0,71.43,73.57
BHG2NC160125Z,BULON HEXAGONAL G2 5/8-UNC-5 ZINC,bulón,5/8,5,G2,zinc,HEX-G2--1--508--500--RP--1--2,bulón,5/8,5,G2,zinc,1609.4734,Borroni,BU HEX G2 UNC - 5/8 x 5 RP ZA,100.0,79.07,91.63
BHG2NC160125Z,BULON HEXAGONAL G2 5/8-UNC-5 ZINC,bulón,5/8,5,G2,zinc,HEX-G2--1--508--500--RP--3--2,bulón,5/8,5,G2,natural,1417.1317,Borroni,BU HEX G2 UNC - 5/8 x 5 RP NAT,90.0,77.27,84.91
BHG2NC160155Z,BULON HEXAGONAL G2 5/8-UNC-6 ZINC,bulón,5/8,6,G2,zinc,HEX-G2--1--508--600--RP--1--2,bulón,5/8,6,G2,zinc,1893.4931,Borroni,BU HEX G2 UNC - 5/8 x 6 RP ZA,100.0,79.07,91.63
BHG2NC079025Z,BULON HEXAGONAL G2 5/16-UNC-1/ ZINC,bulón,5/16,1,G2,zinc,HEX-G2--1--516--100--RT--1--1,bulón,5/16,1,G2,zinc,87.1598,Borroni,BU HEX G2 UNC - 5/16 x 1 RT ZA,100.0,74.42,89.77
BHG2NC079025Z,BULON HEXAGONAL G2 5/16-UNC-1/ ZINC,bulón,5/16,1,G2,zinc,HEX-G2--1--516--100--RT--3--1,bulón,5/16,1,G2,natural,82.2661,Borroni,BU HEX G2 UNC - 5/16 x 1 RT NAT,90.0,72.73,83.09
BHG2NC079012Z,BULON HEXAGONAL G2 5/16-UNC-1/2 ZINC,bulón,5/16,1/2,G2,zinc,HEX-G2--1--516--102--RT--1--1,bulón,5/16,1/2,G2,zinc,64.4597,Borroni,BU HEX G2 UNC - 5/16 x 1/2 RT ZA,100.0,81.63,92.65
BHG2NC079012Z,BULON HEXAGONAL G2 5/16-UNC-1/2 ZINC,bulón,5/16,1/2,G2,zinc,HEX-G2--1--516--102--RT--3--2,bulón,5/16,1/2,G2,natural,61.5356,Borroni,BU HEX G2 UNC - 5/16 x 1/2 RT NAT,90.0,80.0,86.0
BHG2NC079012Z,BULON HEXAGONAL G2 5/16-UNC-1/2 ZINC,bulón,5/16,1/2,G2,zinc,HEX-G2--1--516--112--RT--1--1,bulón,5/16,1 1/2,G2,zinc,115.4684,Borroni,BU HEX G2 UNC - 5/16 x 1 1/2 RT ZA,85.0,78.43,82.37
BHG2NC079012Z,BULON HEXAGONAL G2 5/16-UNC-1/2 ZINC,bulón,5/16,1/2,G2,zinc,HEX-G2--1--516--112--RT--3--1,bulón,5/16,1 1/2,G2,natural,108.9862,Borroni,BU HEX G2 UNC - 5/16 x 1 1/2 RT NAT,75.0,76.92,75.77
BHG2NC079032Z,"BULON HEXAGONAL G2 5/16-UNC-1,1/4 ZINC",bulón,5/16,1.1/4,G2,zinc,HEX-G2--1--516--114--RT--1--1,bulón,5/16,1 1/4,G2,zinc,101.1719,Borroni,BU HEX G2 UNC - 5/16 x 1 1/4 RT ZA,85.0,73.24,80.3
BHG2NC079032Z,"BULON HEXAGONAL G2 5/16-UNC-1,1/4 ZINC",bulón,5/16,1.1/4,G2,zinc,HEX-G2--1--516--114--RT--3--1,bulón,5/16,1 1/4,G2,natural,95.4926,Borroni,BU HEX G2 UNC - 5/16 x 1 1/4 RT NAT,75.0,72.22,73.89
BHG2NC079019Z,BULON HEXAGONAL G2 5/16-UNC-3/4 ZINC,bulón,5/16,3/4,G2,zinc,HEX-G2--1--516--134--RT--1--1,bulón,5/16,1 3/4,G2,zinc,135.9235,Borroni,BU HEX G2 UNC - 5/16 x 1 3/4 RT ZA,85.0,78.43,82.37
BHG2NC079019Z,BULON HEXAGONAL G2 5/16-UNC-3/4 ZINC,bulón,5/16,3/4,G2,zinc,HEX-G2--1--516--134--RT--3--1,bulón,5/16,1 3/4,G2,natural,128.2919,Borroni,BU HEX G2 UNC - 5/16 x 1 3/4 RT NAT,75.0,76.92,75.77
BHG2NC079050Z,BULON HEXAGONAL G2 5/16-UNC-2 ZINC,bulón,5/16,2,G2,zinc,HEX-G2--1--516--200--RP--3--1,bulón,5/16,2,G2,natural,140.9926,Borroni,BU HEX G2 UNC - 5/16 x 2 RP NAT,90.0,78.26,85.3
BHG2NC079050Z,BULON HEXAGONAL G2 5/16-UNC-2 ZINC,bulón,5/16,2,G2,zinc,HEX-G2--1--516--200--RT--1--1,bulón,5/16,2,G2,zinc,149.3741,Borroni,BU HEX G2 UNC - 5/16 x 2 RT ZA,100.0,80.0,92.0
BHG2NC079050Z,BULON HEXAGONAL G2 5/16-UNC-2 ZINC,bulón,5/16,2,G2,zinc,HEX-G2--1--516--200--RT--3--1,bulón,5/16,2,G2,natural,140.9926,Borroni,BU HEX G2 UNC - 5/16 x 2 RT NAT,90.0,78.26,85.3
BHG2NC079012Z,BULON HEXAGONAL G2 5/16-UNC-1/2 ZINC,bulón,5/16,1/2,G2,zinc,HEX-G2--1--516--212--RP--1--1,bulón,5/16,2 1/2,G2,zinc,184.132,Borroni,BU HEX G2 UNC - 5/16 x 2 1/2 RP ZA,85.0,78.43,82.37
BHG2NC079012Z,BULON HEXAGONAL G2 5/16-UNC-1/2 ZINC,bulón,5/16,1/2,G2,zinc,HEX-G2--1--516--212--RP--3--1,bulón,5/16,2 1/2,G2,natural,173.7942,Borroni,BU HEX G2 UNC - 5/16 x 2 1/2 RP NAT,75.0,76.92,75.77
BHG2NC079025Z,BULON HEXAGONAL G2 5/16-UNC-1/ ZINC,bulón,5/16,1,G2,zinc,HEX-G2--1--516--214--RP--1--1,bulón,5/16,2 1/4,G2,zinc,166.1955,Borroni,BU HEX G2 UNC - 5/16 x 2 1/4 RP ZA,85.0,73.53,80.41
BHG2NC079025Z,BULON HEXAGONAL G2 5/16-UNC-1/ ZINC,bulón,5/16,1,G2,zinc,HEX-G2--1--516--214--RP--3--1,bulón,5/16,2 1/4,G2,natural,156.861,Borroni,BU HEX G2 UNC - 5/16 x 2 1/4 RP NAT,75.0,72.46,73.99
BHG2NC079019Z,BULON HEXAGONAL G2 5/16-UNC-3/4 ZINC,bulón,5/16,3/4,G2,zinc,HEX-G2--1--516--234--RP--3--1,bulón,5/16,2 3/4,G2,natural,193.0635,Borroni,BU HEX G2 UNC - 5/16 x 2 3/4 RP NAT,75.0,76.92,75.77
BHG2NC079019Z,BULON HEXAGONAL G2 5/16-UNC-3/4 ZINC,bulón,5/16,3/4,G2,zinc,HEX-G2--1--516--234--RT--1--1,bulón,5/16,2 3/4,G2,zinc,210.231,Borroni,BU HEX G2 UNC - 5/16 x 2 3/4 RP ZA,85.0,78.43,82.37
BHG2NC079076Z,BULON HEXAGONAL G2 5/16-UNC-3 ZINC,bulón,5/16,3,G2,zinc,HEX-G2--1--516--300--RP--1--1,bulón,5/16,3,G2,zinc,225.5908,Borroni,BU HEX G2 UNC - 5/16 x 3 RP ZA,100.0,80.0,92.0
BHG2NC079076Z,BULON HEXAGONAL G2 5/16-UNC-3 ZINC,bulón,5/16,3,G2,zinc,HEX-G2--1--516--300--RP--3--2,bulón,5/16,3,G2,natural,209.6102,Borroni,BU HEX G2 UNC - 5/16 x 3 RP NAT,90.0,78.26,85.3
BHG2NC079019Z,BULON HEXAGONAL G2 5/16-UNC-3/4 ZINC,bulón,5/16,3/4,G2,zinc,HEX-G2--1--516--304--RT--1--1,bulón,5/16,3/4,G2,zinc,73.426,Borroni,BU HEX G2 UNC - 5/16 x 3/4 RT ZA,100.0,81.63,92.65
BHG2NC079019Z,BULON HEXAGONAL G2 5/16-UNC-3/4 ZINC,bulón,5/16,3/4,G2,zinc,HEX-G2--1--516--304--RT--3--1,bulón,5/16,3/4,G2,natural,69.3096,Borroni,BU HEX G2 UNC - 5/16 x 3/4 RT NAT,90.0,80.0,86.0
BHG2NC079012Z,BULON HEXAGONAL G2 5/16-UNC-1/2 ZINC,bulón,5/16,1/2,G2,zinc,HEX-G2--1--516--312--RP--1--1,bulón,5/16,3 1/2,G2,zinc,257.8469,Borroni,BU HEX G2 UNC - 5/16 x 3 1/2 RP ZA,85.0,78.43,82.37
BHG2NC079100Z,BULON HEXAGONAL G2 5/16-UNC-4 ZINC,bulón,5/16,4,G2,zinc,HEX-G2--1--516--400--RP--1--1,bulón,5/16,4,G2,zinc,290.7759,Borroni,BU HEX G2 UNC - 5/16 x 4 RP ZA,100.0,80.0,92.0
BHG2NC079012Z,BULON HEXAGONAL G2 5/16-UNC-1/2 ZINC,bulón,5/16,1/2,G2,zinc,HEX-G2--1--516--412--RP--1--1,bulón,5/16,4  1/2,G2,zinc,324.4122,Borroni,BU HEX G2 UNC - 5/16 x 4  1/2RP ZA,85.0,76.47,81.59
BHG2NC079125Z,BULON HEXAGONAL G2 5/16-UNC-5 ZINC,bulón,5/16,5,G2,zinc,HEX-G2--1--516--500--RP--1--1,bulón,5/16,5,G2,zinc,358.0158,Borroni,BU HEX G2 UNC - 5/16 x 5 RP ZA,100.0,80.0,92.0
BHG2NC079016Z,BULON HEXAGONAL G2 5/16-UNC-5/8 ZINC,bulón,5/16,5/8,G2,zinc,HEX-G2--1--516--508--RT--1--1,bulón,5/16,5/8,G2,zinc,66.2846,Borroni,BU HEX G2 UNC - 5/16 x 5/8 RT ZA,100.0,81.63,92.65
BHG2NC079016Z,BULON HEXAGONAL G2 5/16-UNC-5/8 ZINC,bulón,5/16,5/8,G2,zinc,HEX-G2--1--516--508--RT--2--1,bulón,5/16,5/8,G2,,66.2846,Borroni,BU HEX G2 UNC - 5/16 x 5/8 RT ZD,100.0,81.63,92.65
BHG2NC079016Z,BULON HEXAGONAL G2 5/16-UNC-5/8 ZINC,bulón,5/16,5/8,G2,zinc,HEX-G2--1--516--508--RT--3--1,bulón,5/16,5/8,G2,natural,62.5655,Borroni,BU HEX G2 UNC - 5/16 x 5/8 RT NAT,90.0,80.0,86.0
BHG2NC079022Z,BULON HEXAGONAL G2 5/16-UNC-7/8 ZINC,bulón,5/16,7/8,G2,zinc,HEX-G2--1--516--708--RT--1--1,bulón,5/16,7/8,G2,zinc,79.1717,Borroni,BU HEX G2 UNC - 5/16 x 7/8 RT ZA,100.0,81.63,92.65
BHG2NC079022Z,BULON HEXAGONAL G2 5/16-UNC-7/8 ZINC,bulón,5/16,7/8,G2,zinc,HEX-G2--1--516--708--RT--3--1,bulón,5/16,7/8,G2,natural,74.7181,Borroni,BU HEX G2 UNC - 5/16 x 7/8 RT NAT,90.0,80.0,86.0
BHG2NC220254Z,BULON HEXAGONAL G2 7/8-UNC-10 ZINC,bulón,7/8,10,G2,zinc,HEX-G2--1--708--112--RT--1--2,bulón,7/8,1 1/2,G2,zinc,1530.4422,Borroni,BU HEX G2 UNC - 7/8 x 1 1/2 RT ZA,85.0,69.7,78.88
BHG2NC220044Z,"BULON HEXAGONAL G2 7/8-UNC-1,3/4 ZINC",bulón,7/8,1.3/4,G2,zinc,HEX-G2--1--708--134--RT--1--2,bulón,7/8,1 3/4,G2,zinc,1641.429,Borroni,BU HEX G2 UNC - 7/8 x 1 3/4 RT ZA,85.0,72.46,79.99
BHG2NC220050Z,BULON HEXAGONAL G2 7/8-UNC-2 ZINC,bulón,7/8,2,G2,zinc,HEX-G2--1--708--200--RT--1--2,bulón,7/8,2,G2,zinc,1749.5409,Borroni,BU HEX G2 UNC - 7/8 x 2 RT ZA,100.0,79.07,91.63
BHG2NC220063Z,"BULON HEXAGONAL G2 7/8-UNC-2,1/2 ZINC",bulón,7/8,2.1/2,G2,zinc,HEX-G2--1--708--212--RP--1--2,bulón,7/8,2 1/2,G2,zinc,2075.0543,Borroni,BU HEX G2 UNC - 7/8 x 2 1/2 RP ZA,85.0,72.46,79.99
BHG2NC220063Z,"BULON HEXAGONAL G2 7/8-UNC-2,1/2 ZINC",bulón,7/8,2.1/2,G2,zinc,HEX-G2--1--708--212--RP--3--2,bulón,7/8,2 1/2,G2,natural,1890.7373,Borroni,BU HEX G2 UNC - 7/8 x 2 1/2 RP NAT,75.0,71.43,73.57
BHG2NC220063Z,"BULON HEXAGONAL G2 7/8-UNC-2,1/2 ZINC",bulón,7/8,2.1/2,G2,zinc,HEX-G2--1--708--212--RT--3--2,bulón,7/8,2 1/2,G2,natural,1890.7373,Borroni,BU HEX G2 UNC - 7/8 x 2 1/2 RT NAT,75.0,71.43,73.57
BHG2NC220044Z,"BULON HEXAGONAL G2 7/8-UNC-1,3/4 ZINC",bulón,7/8,1.3/4,G2,zinc,HEX-G2--1--708--214--RP--1--2,bulón,7/8,2 1/4,G2,zinc,2081.8484,Borroni,BU HEX G2 UNC - 7/8 x 2 1/4 RP ZA,85.0,72.46,79.99
BHG2NC220044Z,"BULON HEXAGONAL G2 7/8-UNC-1,3/4 ZINC",bulón,7/8,1.3/4,G2,zinc,HEX-G2--1--708--214--RT--1--2,bulón,7/8,2 1/4,G2,zinc,2081.8484,Borroni,BU HEX G2 UNC - 7/8 x 2 1/4 RT ZA,85.0,72.46,79.99
BHG2NC220070Z,"BULON HEXAGONAL G2 7/8-UNC-2,3/4 ZINC",bulón,7/8,2.3/4,G2,zinc,HEX-G2--1--708--234--RP--1--2,bulón,7/8,2 3/4,G2,zinc,2115.6462,Borroni,BU HEX G2 UNC - 7/8 x 2 3/4 RP ZA,85.0,72.46,79.99
BHG2NC220070Z,"BULON HEXAGONAL G2 7/8-UNC-2,3/4 ZINC",bulón,7/8,2.3/4,G2,zinc,HEX-G2--1--708--234--RP--3--2,bulón,7/8,2 3/4,G2,natural,1937.996,Borroni,BU HEX G2 UNC - 7/8 x 2 3/4 RP NAT,75.0,71.43,73.57
BHG2NC220076Z,BULON HEXAGONAL G2 7/8-UNC-3 ZINC,bulón,7/8,3,G2,zinc,HEX-G2--1--708--300--RP--1--2,bulón,7/8,3,G2,zinc,2228.0577,Borroni,BU HEX G2 UNC - 7/8 x 3 RP ZA,100.0,79.07,91.63
BHG2NC220076Z,BULON HEXAGONAL G2 7/8-UNC-3 ZINC,bulón,7/8,3,G2,zinc,HEX-G2--1--708--300--RP--3--2,bulón,7/8,3,G2,natural,1994.1695,Borroni,BU HEX G2 UNC - 7/8 x 3 RP NAT,90.0,77.27,84.91
BHG2NC220063Z,"BULON HEXAGONAL G2 7/8-UNC-2,1/2 ZINC",bulón,7/8,2.1/2,G2,zinc,HEX-G2--1--708--312--RP--1--2,bulón,7/8,3 1/2,G2,zinc,2661.813,Borroni,BU HEX G2 UNC - 7/8 x 3 1/2 RP ZA,85.0,72.46,79.99
BHG2NC220063Z,"BULON HEXAGONAL G2 7/8-UNC-2,1/2 ZINC",bulón,7/8,2.1/2,G2,zinc,HEX-G2--1--708--312--RP--3--2,bulón,7/8,3 1/2,G2,natural,2310.6136,Borroni,BU HEX G2 UNC - 7/8 x 3 1/2 RP NAT,75.0,71.43,73.57
BHG2NC220044Z,"BULON HEXAGONAL G2 7/8-UNC-1,3/4 ZINC",bulón,7/8,1.3/4,G2,zinc,HEX-G2--1--708--314--RP--1--2,bulón,7/8,3 1/4,G2,zinc,2514.9233,Borroni,BU HEX G2 UNC - 7/8 x 3 1/4 RP ZA,85.0,72.46,79.99
BHG2NC220044Z,"BULON HEXAGONAL G2 7/8-UNC-1,3/4 ZINC",bulón,7/8,1.3/4,G2,zinc,HEX-G2--1--708--314--RP--3--2,bulón,7/8,3 1/4,G2,natural,2183.3098,Borroni,BU HEX G2 UNC - 7/8 x 3 1/4 RP NAT,75.0,71.43,73.57
BHG2NC220100Z,BULON HEXAGONAL G2 7/8-UNC-4 ZINC,bulón,7/8,4,G2,zinc,HEX-G2--1--708--400--RP--1--2,bulón,7/8,4,G2,zinc,2827.2001,Borroni,BU HEX G2 UNC - 7/8 x 4 RP ZA,100.0,79.07,91.63
BHG2NC220100Z,BULON HEXAGONAL G2 7/8-UNC-4 ZINC,bulón,7/8,4,G2,zinc,HEX-G2--1--708--400--RP--3--2,bulón,7/8,4,G2,natural,2410.6282,Borroni,BU HEX G2 UNC - 7/8 x 4 RP NAT,90.0,77.27,84.91
BHG2NC220063Z,"BULON HEXAGONAL G2 7/8-UNC-2,1/2 ZINC",bulón,7/8,2.1/2,G2,zinc,HEX-G2--1--708--412--RP--1--2,bulón,7/8,4 1/2,G2,zinc,3099.4509,Borroni,BU HEX G2 UNC - 7/8 x 4 1/2 RP ZA,85.0,72.46,79.99
BHG2NC220063Z,"BULON HEXAGONAL G2 7/8-UNC-2,1/2 ZINC",bulón,7/8,2.1/2,G2,zinc,HEX-G2--1--708--412--RP--3--2,bulón,7/8,4 1/2,G2,natural,2676.3749,Borroni,BU HEX G2 UNC - 7/8 x 4 1/2 RP NAT,75.0,71.43,73.57
BHG2NC220125Z,BULON HEXAGONAL G2 7/8-UNC-5 ZINC,bulón,7/8,5,G2,zinc,HEX-G2--1--708--500--RP--1--2,bulón,7/8,5,G2,zinc,3327.4488,Borroni,BU HEX G2 UNC - 7/8 x 5 RP ZA,100.0,79.07,91.63
BHG2NC220125Z,BULON HEXAGONAL G2 7/8-UNC-5 ZINC,bulón,7/8,5,G2,zinc,HEX-G2--1--708--500--RP--3--2,bulón,7/8,5,G2,natural,2895.6308,Borroni,BU HEX G2 UNC - 7/8 x 5 RP NAT,90.0,77.27,84.91
BHG2NC110025Z,BULON HEXAGONAL G2 7/16-UNC-1 ZINC,bulón,7/16,1,G2,zinc,HEX-G2--1--716--100--RT--1--1,bulón,7/16,1,G2,zinc,183.4097,Borroni,BU HEX G2 UNC - 7/16 x 1 RT ZA,100.0,80.0,92.0
BHG2NC110025Z,BULON HEXAGONAL G2 7/16-UNC-1 ZINC,bulón,7/16,1,G2,zinc,HEX-G2--1--716--100--RT--3--1,bulón,7/16,1,G2,natural,173.3823,Borroni,BU HEX G2 UNC - 7/16 x 1 RT NAT,90.0,78.26,85.3
BHG2NC110025Z,BULON HEXAGONAL G2 7/16-UNC-1 ZINC,bulón,7/16,1,G2,zinc,HEX-G2--1--716--112--RT--1--1,bulón,7/16,1 1/2,G2,zinc,252.1858,Borroni,BU HEX G2 UNC - 7/16 x 1 1/2 RT ZA,85.0,73.47,80.39
BHG2NC110038Z,"BULON HEXAGONAL G2 7/16-UNC-1,1/2 ZINC",bulón,7/16,1.1/2,G2,zinc,HEX-G2--1--716--112--RT--3--1,bulón,7/16,1 1/2,G2,natural,238.4048,Borroni,BU HEX G2 UNC - 7/16 x 1 1/2 RT NAT,75.0,72.22,73.89
BHG2NC110025Z,BULON HEXAGONAL G2 7/16-UNC-1 ZINC,bulón,7/16,1,G2,zinc,HEX-G2--1--716--114--RT--1--1,bulón,7/16,1 1/4,G2,zinc,213.494,Borroni,BU HEX G2 UNC - 7/16 x 1 1/4 RT ZA,85.0,73.47,80.39
BHG2NC110032Z,"BULON HEXAGONAL G2 7/16-UNC-1,1/4 ZINC",bulón,7/16,1.1/4,G2,zinc,HEX-G2--1--716--114--RT--3--1,bulón,7/16,1 1/4,G2,natural,201.8326,Borroni,BU HEX G2 UNC - 7/16 x 1 1/4 RT NAT,75.0,72.22,73.89
