codigo,tipo,forma,diametro,paso,largo,grado,sistema,sistema_rosca,acabado,precio_unitario,proveedor,descripcion
HEX-G8--0--M08--060--RT--2--2,bulón,hexagonal,M8,,60,8.8,métrico,,,236.9429,borroni,"BU HEX G8,8 - M8 x 60 RP ZD"
HEX-G8--0--M08--070--RT--2--2,bulón,hexagonal,M8,,70,8.8,métrico,,,268.039,borroni,"BU HEX G8,8 - M8 x 70 RP ZD"
HEX-G8--0--M08--080--RT--2--2,bulón,hexagonal,M8,,80,8.8,métrico,,,299.1273,borroni,"BU HEX G8,8 - M8 x 80 RP ZD"
HEX-G8--0--M08--090--RT--2--2,bulón,hexagonal,M8,,90,8.8,métrico,,,331.0549,borroni,"BU HEX G8,8 - M8 x 90 RP ZD"
HEX-G8--0--M08--100--RT--2--2,bulón,hexagonal,M8,,100,8.8,métrico,,,362.142,borroni,"BU HEX G8,8 - M8 x 100 RP ZD"
HEX-G8--0--M10--016--RT--2--2,bulón,hexagonal,M10,,16,8.8,métrico,,,191.2281,borroni,"BU HEX G8,8 - M10 x 16 RT ZD"
HEX-G8--0--M10--020--RT--2--2,bulón,hexagonal,M10,,20,8.8,métrico,,,199.1577,borroni,"BU HEX G8,8 - M10 x 20 RT ZD"
HEX-G8--0--M10--025--RT--2--2,bulón,hexagonal,M10,,25,8.8,métrico,,,210.0587,borroni,"BU HEX G8,8 - M10 x 25 RT ZD"
HEX-G8--0--M10--030--RT--2--2,bulón,hexagonal,M10,,30,8.8,métrico,,,236.9429,borroni,"BU HEX G8,8 - M10 x 30 RT ZD"
HEX-G8--0--M10--035--RT--2--2,bulón,hexagonal,M10,,35,8.8,métrico,,,262.1562,borroni,"BU HEX G8,8 - M10 x 35 RT ZD"
HEX-G8--0--M10--040--RT--2--2,bulón,hexagonal,M10,,40,8.8,métrico,,,286.5196,borroni,"BU HEX G8,8 - M10 x 40 RT ZD"
HEX-G8--0--M10--045--RT--2--2,bulón,hexagonal,M10,,45,8.8,métrico,,,311.7274,borroni,"BU HEX G8,8 - M10 x 45 RT ZD"
HEX-G8--0--M10--050--RT--2--2,bulón,hexagonal,M10,,50,8.8,métrico,,,336.0961,borroni,"BU HEX G8,8 - M10 x 50 RT ZD"
HEX-G8--0--M10--055--RT--2--2,bulón,hexagonal,M10,,55,8.8,métrico,,,352.065,borroni,"BU HEX G8,8 - M10 x 55 RP ZD"
HEX-G8--0--M10--060--RT--2--2,bulón,hexagonal,M10,,60,8.8,métrico,,,378.1037,borroni,"BU HEX G8,8 - M10 x 60 RP ZD"
HEX-G8--0--M10--070--RT--2--2,bulón,hexagonal,M10,,70,8.8,métrico,,,430.1993,borroni,"BU HEX G8,8 - M10 x 70 RP ZD"
HEX-G8--0--M10--080--RT--2--2,bulón,hexagonal,M10,,80,8.8,métrico,,,482.3012,borroni,"BU HEX G8,8 - M10 x 80 RP ZD"
HEX-G8--0--M10--090--RT--2--2,bulón,hexagonal,M10,,90,8.8,métrico,,,535.2336,borroni,"BU HEX G8,8 - M10 x 90 RP ZD"
HEX-G8--0--M10--100--RT--2--2,bulón,hexagonal,M10,,100,8.8,métrico,,,587.3304,borroni,"BU HEX G8,8 - M10 x 100 RP ZD"
HEX-G8--0--M10--110--RP--2--2,bulón,hexagonal,M10,,110,8.8,métrico,,,620.3758,borroni,"BU HEX G8,8 - M10 x 110 RP ZD"
HEX-G8--0--M10--120--RP--2--2,bulón,hexagonal,M10,,120,8.8,métrico,,,668.7543,borroni,"BU HEX G8,8 - M10 x 120 RP ZD"
HEX-G8--0--M10--130--RP--2--2,bulón,hexagonal,M10,,130,8.8,métrico,,,716.7364,borroni,"BU HEX G8,8 - M10 x 130 RP ZD"
HEX-G8--0--M10--140--RP--2--2,bulón,hexagonal,M10,,140,8.8,métrico,,,764.7406,borroni,"BU HEX G8,8 - M10 x 140 RP ZD"
HEX-G8--0--M12--020--RT--2--2,bulón,hexagonal,M12,,20,8.8,métrico,,,266.8288,borroni,"BU HEX G8,8 - M12 x 20 RT ZD"
HEX-G8--0--M12--025--RT--2--2,bulón,hexagonal,M12,,25,8.8,métrico,,,296.096,borroni,"BU HEX G8,8 - M12 x 25 RT ZD"
HEX-G8--0--M12--030--RT--2--2,bulón,hexagonal,M12,,30,8.8,métrico,,,317.6139,borroni,"BU HEX G8,8 - M12 x 30 RT ZD"
HEX-G8--0--M12--035--RT--2--2,bulón,hexagonal,M12,,35,8.8,métrico,,,359.6277,borroni,"BU HEX G8,8 - M12 x 35 RT ZD"
HEX-G8--0--M12--040--RT--2--2,bulón,hexagonal,M12,,40,8.8,métrico,,,398.2724,borroni,"BU HEX G8,8 - M12 x 40 RT ZD"
HEX-G8--0--M12--045--RT--2--2,bulón,hexagonal,M12,,45,8.8,métrico,,,435.2444,borroni,"BU HEX G8,8 - M12 x 45 RT ZD"
HEX-G8--0--M12--050--RT--2--2,bulón,hexagonal,M12,,50,8.8,métrico,,,469.6945,borroni,"BU HEX G8,8 - M12 x 50 RT ZD"
HEX-G8--0--M12--055--RT--2--2,bulón,hexagonal,M12,,55,8.8,métrico,,,508.3455,borroni,"BU HEX G8,8 - M12 x 55 RP ZD"
HEX-G8--0--M12--060--RT--2--2,bulón,hexagonal,M12,,60,8.8,métrico,,,544.4753,borroni,"BU HEX G8,8 - M12 x 60 RP ZD"
HEX-G8--0--M12--070--RT--2--2,bulón,hexagonal,M12,,70,8.8,métrico,,,610.0141,borroni,"BU HEX G8,8 - M12 x 70 RP ZD"
HEX-G8--0--M12--080--RT--2--2,bulón,hexagonal,M12,,80,8.8,métrico,,,682.2744,borroni,"BU HEX G8,8 - M12 x 80 RP ZD"
HEX-G8--0--M12--090--RT--2--2,bulón,hexagonal,M12,,90,8.8,métrico,,,754.5331,borroni,"BU HEX G8,8 - M12 x 90 RP ZD"
HEX-G8--0--M12--100--RT--2--2,bulón,hexagonal,M12,,100,8.8,métrico,,,830.1592,borroni,"BU HEX G8,8 - M12 x 100 RP ZD"
HEX-G8--0--M12--110--RP--2--2,bulón,hexagonal,M12,,110,8.8,métrico,,,932.0474,borroni,"BU HEX G8,8 - M12 x 110 RP ZD"
HEX-G8--0--M12--120--RP--2--2,bulón,hexagonal,M12,,120,8.8,métrico,,,1007.6467,borroni,"BU HEX G8,8 - M12 x 120 RP ZD"
HEX-G8--0--M12--130--RP--2--2,bulón,hexagonal,M12,,130,8.8,métrico,,,1091.579,borroni,"BU HEX G8,8 - M12 x 130 RP ZD"
HEX-G8--0--M12--140--RP--2--2,bulón,hexagonal,M12,,140,8.8,métrico,,,1150.3629,borroni,"BU HEX G8,8 - M12 x 140 RP ZD"
HEX-G8--0--M12--150--RP--2--2,bulón,hexagonal,M12,,150,8.8,métrico,,,1217.6083,borroni,"BU HEX G8,8 - M12 x 150 RP ZD"
HEX-G8--0--M16--030--RT--2--2,bulón,hexagonal,M16,,30,8.8,métrico,,,661.5097,borroni,"BU HEX G8,8 - M16 x 30 RT ZD"
HEX-G8--0--M16--035--RT--2--2,bulón,hexagonal,M16,,35,8.8,métrico,,,712.8704,borroni,"BU HEX G8,8 - M16 x 35 RT ZD"
HEX-G8--0--M16--040--RT--2--2,bulón,hexagonal,M16,,40,8.8,métrico,,,769.1717,borroni,"BU HEX G8,8 - M16 x 40 RT ZD"
HEX-G8--0--M16--045--RT--2--2,bulón,hexagonal,M16,,45,8.8,métrico,,,826.5031,borroni,"BU HEX G8,8 - M16 x 45 RT ZD"
HEX-G8--0--M16--050--RT--2--2,bulón,hexagonal,M16,,50,8.8,métrico,,,892.0412,borroni,"BU HEX G8,8 - M16 x 50 RT ZD"
HEX-G8--0--M16--055--RT--2--2,bulón,hexagonal,M16,,55,8.8,métrico,,,957.5724,borroni,"BU HEX G8,8 - M16 x 55 RP ZD"
HEX-G8--0--M16--060--RT--2--2,bulón,hexagonal,M16,,60,8.8,métrico,,,1006.7163,borroni,"BU HEX G8,8 - M16 x 60 RP ZD"
HEX-G8--0--M16--070--RT--2--2,bulón,hexagonal,M16,,70,8.8,métrico,,,1137.7781,borroni,"BU HEX G8,8 - M16 x 70 RP ZD"
HEX-G8--0--M16--080--RT--2--2,bulón,hexagonal,M16,,80,8.8,métrico,,,1260.6457,borroni,"BU HEX G8,8 - M16 x 80 RP ZD"
HEX-G8--0--M16--090--RT--2--2,bulón,hexagonal,M16,,90,8.8,métrico,,,1383.5151,borroni,"BU HEX G8,8 - M16 x 90 RP ZD"
HEX-G8--0--M16--100--RT--2--2,bulón,hexagonal,M16,,100,8.8,métrico,,,1506.3941,borroni,"BU HEX G8,8 - M16 x 100 RP ZD"
HEX-G8--0--M20--040--RT--2--2,bulón,hexagonal,M20,,40,8.8,métrico,,,1344.5286,borroni,"BU HEX G8,8 - M20 x 40 RT ZD"
HEX-G8--0--M20--045--RT--2--2,bulón,hexagonal,M20,,45,8.8,métrico,,,1420.7631,borroni,"BU HEX G8,8 - M20 x 45 RT ZD"
HEX-G8--0--M20--050--RT--2--2,bulón,hexagonal,M20,,50,8.8,métrico,,,1506.3941,borroni,"BU HEX G8,8 - M20 x 50 RT ZD"
HEX-G8--0--M20--055--RT--2--2,bulón,hexagonal,M20,,55,8.8,métrico,,,1596.4875,borroni,"BU HEX G8,8 - M20 x 55 RP ZD"
HEX-G8--0--M20--060--RT--2--2,bulón,hexagonal,M20,,60,8.8,métrico,,,1686.5934,borroni,"BU HEX G8,8 - M20 x 60 RP ZD"
HEX-G8--0--M20--070--RT--2--2,bulón,hexagonal,M20,,70,8.8,métrico,,,1866.8267,borroni,"BU HEX G8,8 - M20 x 70 RP ZD"
HEX-G8--0--M20--080--RT--2--2,bulón,hexagonal,M20,,80,8.8,métrico,,,2047.0043,borroni,"BU HEX G8,8 - M20 x 80 RP ZD"
HEX-G8--0--M20--090--RT--2--2,bulón,hexagonal,M20,,90,8.8,métrico,,,2227.2195,borroni,"BU HEX G8,8 - M20 x 90 RP ZD"
HEX-G8--0--M20--100--RT--2--2,bulón,hexagonal,M20,,100,8.8,métrico,,,2423.8259,borroni,"BU HEX G8,8 - M20 x 100 RP ZD"
HEX-G8--0--M24--040--RT--2--2,bulón,hexagonal,M24,,40,8.8,métrico,,,2355.897,borroni,"BU HEX G8,8 - M24 x 40 RT ZD"
HEX-G8--0--M24--050--RT--2--2,bulón,hexagonal,M24,,50,8.8,métrico,,,2645.561,borroni,"BU HEX G8,8 - M24 x 50 RT ZD"
HEX-G8--0--M24--060--RP--2--2,bulón,hexagonal,M24,,60,8.8,métrico,,,2935.2184,borroni,"BU HEX G8,8 - M24 x 60 RP ZD"
HEX-G8--0--M24--070--RP--2--2,bulón,hexagonal,M24,,70,8.8,métrico,,,3224.8827,borroni,"BU HEX G8,8 - M24 x 70 RP ZD"
HEX-G8--0--M24--080--RP--2--2,bulón,hexagonal,M24,,80,8.8,métrico,,,3504.8673,borroni,"BU HEX G8,8 - M24 x 80 RP ZD"
HEX-G8--0--M24--090--RT--2--2,bulón,hexagonal,M24,,90,8.8,métrico,,,3794.5396,borroni,"BU HEX G8,8 - M24 x 90 RP ZD"
HEX-G8--0--M24--100--RT--2--2,bulón,hexagonal,M24,,100,8.8,métrico,,,4084.2019,borroni,"BU HEX G8,8 - M24 x 100 RP ZD"
HEX-G8--0--M24--110--RT--2--2,bulón,hexagonal,M24,,110,8.8,métrico,,,4373.8376,borroni,"BU HEX G8,8 - M24 x 110 RP ZD"
HEX-G8--0--M24--120--RT--2--2,bulón,hexagonal,M24,,120,8.8,métrico,,,4663.5179,borroni,"BU HEX G8,8 - M24 x 120 RP ZD"
HEX-G8--0--M24--130--RT--2--2,bulón,hexagonal,M24,,130,8.8,métrico,,,4953.1746,borroni,"BU HEX G8,8 - M24 x 130 RP ZD"
HEX-G8--0--M24--140--RT--2--2,bulón,hexagonal,M24,,140,8.8,métrico,,,5242.8407,borroni,"BU HEX G8,8 - M24 x 140 RP ZD"
HEX-G8--4--M10--030--RT--2--2,bulón,hexagonal,M10,,30,8.8,métrico,,,248.7947,borroni,"BU HEX G8,8 - M10 x 30 - Paso Fino 1,25 - RT ZD"
HEX-G8--4--M12--030--RT--1--2,bulón,hexagonal,M12,,30,8.8,métrico,,,333.4929,borroni,"BU HEX G8,8 - M12  x 30 - Paso 1,25 - RT ZD"
HEX-G8--4--M12--030--RT--2--2,bulón,hexagonal,M12,,30,8.8,métrico,,,333.4929,borroni,"BU HEX G8,8 - M12  x 30 - Paso Fino 1,50 - RT ZD"
TIR-00--1--104--112--RT--1--2,bulón,,1/4,,1 1/2,,imperial,,zinc,74.6887,borroni,BU TIR - 1/4  x 1 1/2  ZA
TIR-00--1--104--114--RT--1--2,bulón,,1/4,,1 1/4,,imperial,,zinc,66.9506,borroni,BU TIR - 1/4  x 1 1/4  ZA
TIR-00--1--104--134--RT--1--2,bulón,,1/4,,1 3/4,,imperial,,zinc,78.8684,borroni,BU TIR - 1/4  x 1 3/4  ZA
TIR-00--1--104--200--RT--1--2,bulón,,1/4,,2,,imperial,,zinc,87.8354,borroni,BU TIR - 1/4  x 2  ZA
TIR-00--1--104--212--RT--1--2,bulón,,1/4,,2 1/2,,imperial,,zinc,116.6883,borroni,BU TIR - 1/4  x 2 1/2  ZA
TIR-00--1--104--214--RT--1--2,bulón,,1/4,,2 1/4,,imperial,,zinc,92.6136,borroni,BU TIR - 1/4  x 2 1/4  ZA
TIR-00--1--104--234--RT--1--2,bulón,,1/4,,2 3/4,,imperial,,zinc,124.3409,borroni,BU TIR - 1/4  x 2 3/4  ZA
TIR-00--1--104--238--RT--1--2,bulón,,1/4,,2 3/8,,imperial,,zinc,114.7705,borroni,BU TIR - 1/4  x 2 3/8  ZA
TIR-00--1--104--300--RT--1--2,bulón,,1/4,,3,,imperial,,zinc,131.4638,borroni,BU TIR - 1/4  x 3  ZA
TIR-00--1--104--312--RT--1--2,bulón,,1/4,,3 1/2,,imperial,,zinc,156.8696,borroni,BU TIR - 1/4  x 3 1/2  ZA
TIR-00--1--104--318--RT--1--2,bulón,,1/4,,3 1/8,,imperial,,zinc,147.9314,borroni,BU TIR - 1/4  x 3 1/8  ZA
TIR-00--1--104--400--RT--1--2,bulón,,1/4,,4,,imperial,,zinc,175.3919,borroni,BU TIR - 1/4  x 4  ZA
TIR-00--1--104--500--RT--1--2,bulón,,1/4,,5,,imperial,,zinc,212.6481,borroni,BU TIR - 1/4  x 5  ZA
TIR-00--1--308--112--RT--1--2,bulón,,3/8,,1 1/2,,imperial,,zinc,182.7975,borroni,BU TIR - 3/8  x 1 1/2  ZA
TIR-00--1--308--134--RT--1--2,bulón,,3/8,,1 3/4,,imperial,,zinc,208.4979,borroni,BU TIR - 3/8  x 1 3/4  ZA
TIR-00--1--308--200--RT--1--2,bulón,,3/8,,2,,imperial,,zinc,203.1841,borroni,BU TIR - 3/8  x 2  ZA
TIR-00--1--308--212--RT--1--2,bulón,,3/8,,2  1/2,,imperial,,zinc,261.8553,borroni,BU TIR - 3/8  x 2  1/2 ZA
TIR-00--1--308--300--RT--1--2,bulón,,3/8,,3,,imperial,,zinc,285.3144,borroni,BU TIR - 3/8  x 3  ZA
TIR-00--1--308--312--RT--1--2,bulón,,3/8,,3 1/2,,imperial,,zinc,350.6923,borroni,BU TIR - 3/8  x 3 1/2 ZA
TIR-00--1--308--400--RT--1--2,bulón,,3/8,,4,,imperial,,zinc,390.8627,borroni,BU TIR - 3/8  x 4 ZA
TIR-00--1--308--500--RT--1--2,bulón,,3/8,,5,,imperial,,zinc,453.9302,borroni,BU TIR - 3/8  x 5  ZA
TIR-00--1--316--112--RT--1--2,bulón,,3/16,,1 1/2,,imperial,,zinc,45.3602,borroni,BU TIR - 3/16 x 1 1/2 ZA
TIR-00--1--316--114--RT--1--2,bulón,,3/16,,1 1/4,,imperial,,zinc,38.0388,borroni,BU TIR - 3/16 x 1 1/4 ZA
TIR-00--1--316--134--RT--1--2,bulón,,3/16,,1 3/4,,imperial,,zinc,47.5555,borroni,BU TIR - 3/16 x 1 3/4 ZA
TIR-00--1--316--200--RT--1--2,bulón,,3/16,,2,,imperial,,zinc,51.9437,borroni,BU TIR - 3/16 x 2  ZA
TIR-00--1--316--212--RT--1--2,bulón,,3/16,,2 1/2,,imperial,,zinc,58.5598,borroni,BU TIR - 3/16 x 2 1/2  ZA
TIR-00--1--316--214--RT--1--2,bulón,,3/16,,2 1/4,,imperial,,zinc,54.1947,borroni,BU TIR - 3/16 x 2 1/4 ZA
TIR-00--1--316--238--RT--1--2,bulón,,3/16,,2 3/8,,imperial,,zinc,59.2956,borroni,BU TIR - 3/16 x 2 3/8 ZA
TIR-00--1--516--112--RT--1--2,bulón,,5/16,,1 1/2,,imperial,,zinc,121.2978,borroni,BU TIR - 5/16  x 1 1/2  ZA
TIR-00--1--516--114--RT--1--2,bulón,,5/16,,1 1/4,,imperial,,zinc,99.4333,borroni,BU TIR - 5/16  x 1 1/4  ZA
TIR-00--1--516--134--RT--1--2,bulón,,5/16,,1 3/4,,imperial,,zinc,135.2981,borroni,BU TIR - 5/16  x 1 3/4  ZA
TIR-00--1--516--200--RT--1--2,bulón,,5/16,,2,,imperial,,zinc,135.3257,borroni,BU TIR - 5/16  x 2  ZA
TIR-00--1--516--212--RT--1--2,bulón,,5/16,,2 1/2,,imperial,,zinc,182.8678,borroni,BU TIR - 5/16  x 2 1/2 ZA
TIR-00--1--516--214--RT--1--2,bulón,,5/16,,2 1/4,,imperial,,zinc,153.0005,borroni,BU TIR - 5/16  x 2 1/4 ZA
TIR-00--1--516--234--RT--1--2,bulón,,5/16,,2 3/4,,imperial,,zinc,191.4438,borroni,BU TIR - 5/16  x 2 3/4 ZA
TIR-00--1--516--300--RT--1--2,bulón,,5/16,,3,,imperial,,zinc,212.3321,borroni,BU TIR - 5/16  x 3 ZA
TIR-00--1--516--312--RT--1--2,bulón,,5/16,,3 1/2,,imperial,,zinc,242.3909,borroni,BU TIR - 5/16  x 3 1/2  ZA
TIR-00--1--516--318--RT--1--2,bulón,,5/16,,3 1/8,,imperial,,zinc,225.7232,borroni,BU TIR - 5/16  x 3 1/8 ZA
TIR-00--1--516--400--RT--1--2,bulón,,5/16,,4,,imperial,,zinc,265.2554,borroni,BU TIR - 5/16  x 4  ZA
TIR-00--1--516--500--RT--1--2,bulón,,5/16,,5,,imperial,,zinc,318.9905,borroni,BU TIR - 5/16  x 5  ZA
TIR-38--1--316--112--RT--1--2,bulón,,3/16,,1 1/2,,imperial,,zinc,45.3602,borroni,BU TIR -3/16 X 1 1/2 (LLAVE3/8) ZA
TIR-38--1--316--114--RT--1--2,bulón,,3/16,,1 1/4,,imperial,,zinc,38.0388,borroni,BU TIR -3/16 X 1 1/4  (LLAVE3/8) ZA
TIR-38--1--316--134--RT--1--2,bulón,,3/16,,1 3/4,,imperial,,zinc,47.5555,borroni,BU TIR -3/16 X 1 3/4 (LLAVE3/8) ZA
TIR-38--1--316--200--RT--1--2,bulón,,3/16,,2,,imperial,,zinc,51.9437,borroni,BU TIR-3/16 X 2  (LLAVE 3/8) ZA
TIR-38--1--316--212--RT--1--2,bulón,,3/16,,2 1/2,,imperial,,zinc,58.5598,borroni,BU TIR-3/16 X 2 1/2 (LLAVE 3/8) ZA
TIR-38--1--316--214--RT--1--2,bulón,,3/16,,2 1/4,,imperial,,zinc,54.1947,borroni,BU TIR-3/16 X 2 1/4 (LLAVE 3/8) ZA
TIR-38--1--316--234--RT--1--2,bulón,,3/16,,2 3/4,,imperial,,zinc,74.5985,borroni,BU TIR-3/16 X 2 3/4 (LLAVE 3/8) ZA
TIR-38--1--316--238--RT--1--2,bulón,,3/16,,2 3/8,,imperial,,zinc,59.2956,borroni,BU TIR-3/16 X 2 3/8 (LLAVE 3/8) ZA
TIR-38--1--316--300--RT--1--2,bulón,,3/16,,3,,imperial,,zinc,80.2752,borroni,BU TIR-3/16 X 3 (LLAVE 3/8) ZA
FPM-39--111,otro,,7,,7/16,,imperial,,,22.8172,borroni,"PAN FRAMING PUNTA MECHA 7 X 7/16 (3,9 X 11,1)"
HAM-48--190,cabezal,hexagonal,10,,3/4,4.8,imperial,,,52.4072,borroni,"CAB HEX ARA AC C/NEOPRENE VULC PUNTA MECHA 10 x 3/4 (4,8 x 19)"
HAM-55--190,cabezal,hexagonal,12,,3/4,,imperial,,,68.2146,borroni,"CAB HEX ARA AC C/NEOPRENE VULC PUNTA MECHA 12 x 3/4 (5,5 x 19)"
HAM-55--250,cabezal,hexagonal,,,,,otro,,,75.8704,borroni,"CAB HEX ARA AC C/NEOPRENE VULC PUNTA MECHA 12 x 1 (5,5 X 25)"
HAM-55--380,cabezal,hexagonal,12,,1 1/2,,imperial,,,96.5719,borroni,"CAB HEX ARA AC C/NEOPRENE VULC PUNTA MECHA 12 X 1 1/2 (5,5 X 38)"
HAM-55--500,cabezal,hexagonal,,,,,otro,,,108.7555,borroni,"CAB HEX ARA  AC C/NEOPRENE VULC PUNTA MECHA 12 X 2 (5,5 X 50)"
HAM-55--625,cabezal,hexagonal,12,,2 1/2,,imperial,,,127.7831,borroni,"CAB HEX ARA AC C/NEOPRENE VULC PUNTA MECHA 12 X 2 1/2 (5,5 X 62,5)"
HAM-63--190,cabezal,hexagonal,14,,3/4,,imperial,,,95.3968,borroni,"CAB HEX ARA AC C/NEOPRENE VULC PUNTA MECHA 14 X 3/4 (6,3 X 19)"
HAM-63--250,cabezal,hexagonal,,,,,otro,,,108.9651,borroni,"CAB HEX ARA AC C/NEOPRENE VULC PUNTA MECHA 14 X 1 (6,3 X 25)"
HAM-63--380,cabezal,hexagonal,14,,1 1/2,,imperial,,,150.3559,borroni,"CAB HEX ARA AC C/NEOPRENE VULC PUNTA MECHA 14 X 1 1/2 (6,3 X 38)"
HAM-63--500,cabezal,hexagonal,,,,,otro,,,179.2912,borroni,"CAB HEX ARA AC C/NEOPRENE VULC PUNTA MECHA 14 X 2 (6,3 X 50)"
HAM-63--625,cabezal,hexagonal,14,,2 1/2,,imperial,,,227.2663,borroni,"CAB HEX ARA AC C/NEOPRENE VULC PUNTA MECHA 14 X 2 1/2 (6,3 X 62,5)"
HFM-42--130,cabezal,hexagonal,8,,1/2,,imperial,,,21.842,borroni,"CAB HEX SIMPLE ARA FIJA PUNTA MECHA 8 x 1/2 (4,2 x 13)"
HFM-42--190,cabezal,hexagonal,8,,3/4,,imperial,,,28.2381,borroni,"CAB HEX SIMPLE ARA FIJA PUNTA MECHA 8 x 3/4 (4,2 x 19)"
HFM-42--250,cabezal,hexagonal,,,,,otro,,,34.4747,borroni,"CAB HEX SIMPLE ARA FIJA PUNTA MECHA 8 x 1 (4,2 x 25)"
HFM-48--190,cabezal,hexagonal,10,,3/4,4.8,imperial,,,39.5718,borroni,"CAB HEX SIMPLE ARA FIJA PUNTA MECHA 10 x 3/4 (4,8 x 19)"
HRM-14--112,clavo,,14,,1,,imperial,,,105.4295,borroni,CAB HEX RM PTA AGUJA C/ARA EPDM  PTA 17 -14 X 1 1/2
HRM-14--200,clavo,,14,,2,,otro,,,136.7938,borroni,CAB HEX RM PTA AGUJA C/ARA EPDM PTA 17 - 14 X 2
HRM-14--212,clavo,,14,,2,,imperial,,,156.3753,borroni,CAB HEX RM PTA AGUJA C/ARA EPDM PTA 17 . 14 X 2 1/2
HRM-14--300,clavo,,14,,3,,otro,,,184.3065,borroni,CAB HEX RM PTA AGUJA C/ARA EPDM  PTA 17 -14 X 3
TDP-35--250,tornillo_drywall,phillips,3.5,,25,,otro,,,17.9518,borroni,DRYWALL PHILLIPS 3.5 x 25.0
TDP-35--320,tornillo_drywall,phillips,3.5,,32,,otro,,,22.0983,borroni,DRYWALL PHILLIPS 3.5 x 32.0
TDP-35--350,tornillo_drywall,phillips,3.5,,35,,otro,,,23.4745,borroni,DRYWALL PHILLIPS 3.5 x 35.0
TDP-35--380,tornillo_drywall,phillips,3.5,,38,,otro,,,23.9389,borroni,DRYWALL PHILLIPS 3.5 x 38.0
TDP-35--420,tornillo_drywall,phillips,3.5,,42,,otro,,,26.2562,borroni,DRYWALL PHILLIPS 3.5 x 42.0
TDP-35--450,tornillo_drywall,phillips,3.5,,45,,otro,,,26.7018,borroni,DRYWALL PHILLIPS 3.5 x 45.0
TDP-35--500,tornillo_drywall,phillips,3.5,,50,,otro,,,27.1657,borroni,DRYWALL PHILLIPS 3.5 x 50.0
TFC-30--120,tornillo_fix,phillips,3,,12,,otro,,,8.4345,borroni,FIX PHILLIPS 3.0 x 12.0 CHI
TFC-30--160,tornillo_fix,phillips,3,,16,,otro,,,9.4362,borroni,FIX PHILLIPS 3.0 x 16.0 CHI
TFC-30--200,tornillo_fix,phillips,3,,20,,otro,,,10.3874,borroni,FIX PHILLIPS 3.0 x 20.0 CHI
TFC-30--250,tornillo_fix,phillips,3,,25,,otro,,,13.9499,borroni,FIX PHILLIPS 3.0 x 25.0 CHI
TFC-30--300,tornillo_fix,phillips,3,,30,,otro,,,15.6635,borroni,FIX PHILLIPS 3.0 x 30.0 CHI
TFC-35--120,tornillo_fix,phillips,3.5,,12,,otro,,,10.6615,borroni,FIX PHILLIPS 3.5 x 12.0 CHI
TFC-35--160,tornillo_fix,phillips,3.5,,16,,otro,,,11.7198,borroni,FIX PHILLIPS 3.5 x 16.0 CHI
TFC-35--200,tornillo_fix,phillips,3.5,,20,,otro,,,13.6253,borroni,FIX PHILLIPS 3.5 x 20.0 CHI
TFC-35--250,tornillo_fix,phillips,3.5,,25,,otro,,,15.8857,borroni,FIX PHILLIPS 3.5 x 25.0 CHI
TFC-35--300,tornillo_fix,phillips,3.5,,30,,otro,,,17.7796,borroni,FIX PHILLIPS 3.5 x 30.0 CHI
TFC-35--350,tornillo_fix,phillips,3.5,,35,,otro,,,20.296,borroni,FIX PHILLIPS 3.5 x 35.0 CHI
TFC-35--400,tornillo_fix,phillips,3.5,,40,,otro,,,22.5359,borroni,FIX PHILLIPS 3.5 x 40.0 CHI
TFC-40--120,tornillo_fix,phillips,4,,12,,otro,,,12.8395,borroni,FIX PHILLIPS 4.0 x 12.0 CHI
TFC-40--160,tornillo_fix,phillips,4,,16,,otro,,,14.6495,borroni,FIX PHILLIPS 4.0 x 16.0 CHI
TFC-40--200,tornillo_fix,phillips,4,,20,,otro,,,17.5247,borroni,FIX PHILLIPS 4.0 x 20.0 CHI
TFC-40--250,tornillo_fix,phillips,4,,25,,otro,,,20.0913,borroni,FIX PHILLIPS 4.0 x 25.0 CHI
TFC-40--300,tornillo_fix,phillips,4,,30,,otro,,,23.1724,borroni,FIX PHILLIPS 4.0 x 30.0 CHI
TFC-40--350,tornillo_fix,phillips,4,,35,,otro,,,25.9001,borroni,FIX PHILLIPS 4.0 x 35.0 CHI
TFC-40--400,tornillo_fix,phillips,4,,40,,otro,,,29.1879,borroni,FIX PHILLIPS 4.0 x 40.0 CHI
TFC-40--450,tornillo_fix,phillips,4,,45,,otro,,,32.5742,borroni,FIX PHILLIPS 4.0 x 45.0 CHI
TFC-45--200,tornillo_fix,phillips,4.5,,20,,otro,,,20.5137,borroni,FIX PHILLIPS 4.5 x 20.0 CHI
TFC-45--250,tornillo_fix,phillips,4.5,,25,,otro,,,25.2272,borroni,FIX PHILLIPS 4.5 x 25.0 CHI
TFC-45--300,tornillo_fix,phillips,4.5,,30,,otro,,,28.1233,borroni,FIX PHILLIPS 4.5 x 30.0 CHI
TFC-45--350,tornillo_fix,phillips,4.5,,35,,otro,,,32.2657,borroni,FIX PHILLIPS 4.5 x 35.0 CHI
TFC-45--400,tornillo_fix,phillips,4.5,,40,,otro,,,35.0407,borroni,FIX PHILLIPS 4.5 x 40.0 CHI
TFC-45--450,tornillo_fix,phillips,4.5,,45,,otro,,,38.9958,borroni,FIX PHILLIPS 4.5 x 45.0 CHI
